die_id,lot_id,chamber_temp_c,stress_voltage_v,etch_rate_nm_min,leakage_current_0h_ua,standby_current_0h_ma,v_threshold_0h_v,leakage_current_24h_ua,standby_current_24h_ma,v_threshold_24h_v,leakage_current_96h_ua,leakage_current_168h_ua,standby_current_168h_ma,v_threshold_168h_v,sensor_channel_1,sensor_channel_2,sensor_channel_3,defect_type,is_defect_168h
LOT_050_DIE_01299,LOT_050,125.3,3.587,484.5,12.71,3.147,0.6672,27.26,3.561,0.6505,42.919,67.301,5.024,0.6169,116.57,36.89,1.203,THERMAL_VOLTAGE_STRESS_FAILURE,1
LOT_001_DIE_01300,LOT_001,126.42,3.561,489.12,10.681,2.542,0.7482,11.098,2.563,0.747,12.13,12.92,2.59,0.739,103.17,45.35,1.25,PASS,0
LOT_002_DIE_01301,LOT_002,124.42,3.58,504.28,14.818,2.464,0.7324,14.971,2.488,0.7302,15.719,15.876,2.533,0.7251,100.79,46.44,1.17,PASS,0
LOT_003_DIE_01302,LOT_003,124.44,3.611,487.12,12.267,2.538,0.7485,13.095,2.555,0.7447,13.75,14.436,2.614,0.7402,98.25,41.69,1.333,PASS,0
LOT_004_DIE_01303,LOT_004,125.27,3.615,499.22,13.021,2.44,0.771,13.348,2.467,0.7678,14.038,14.774,2.467,0.7664,105.84,45.37,1.233,PASS,0
LOT_005_DIE_01304,LOT_005,128.52,3.577,509.56,9.045,2.513,0.7419,9.482,2.524,0.7399,10.588,11.053,2.591,0.7328,105.7,45.85,1.276,PASS,0
LOT_006_DIE_01305,LOT_006,124.86,3.618,483.65,7.998,2.711,0.735,8.585,2.737,0.7333,9.154,9.782,2.756,0.7265,92.81,43.5,1.206,PASS,0
LOT_007_DIE_01306,LOT_007,123.99,3.573,500.92,7.388,2.27,0.7186,7.684,2.282,0.7144,8.347,8.892,2.302,0.7115,110.36,47.77,1.232,PASS,0
LOT_008_DIE_01307,LOT_008,124.13,3.545,513.1,12.715,2.653,0.6953,13.271,2.675,0.6903,14.139,14.808,2.706,0.6891,95.55,47.12,1.234,PASS,0
LOT_009_DIE_01308,LOT_009,124.74,3.625,477.86,12.783,2.578,0.702,12.776,2.591,0.7007,13.491,14.167,2.639,0.6895,99.5,44.84,1.232,PASS,0
LOT_010_DIE_01309,LOT_010,125.86,3.566,462.58,13.26,2.649,0.7325,13.517,2.66,0.7325,13.828,14.278,2.682,0.7255,93.21,43.59,1.147,PASS,0
LOT_011_DIE_01310,LOT_011,125.19,3.617,485.01,8.056,2.305,0.7106,8.397,2.337,0.7067,9.69,10.371,2.34,0.7017,103.2,47.76,1.284,PASS,0
LOT_012_DIE_01311,LOT_012,126.14,3.603,453.86,15.854,2.562,0.7327,16.046,2.58,0.7312,16.609,17.175,2.579,0.7275,106.33,44.41,1.168,PASS,0
LOT_013_DIE_01312,LOT_013,124.0,3.607,499.36,14.186,2.462,0.7393,14.534,2.487,0.7361,15.111,15.565,2.537,0.7293,101.37,45.95,1.221,PASS,0
LOT_014_DIE_01313,LOT_014,122.73,3.632,493.44,9.237,2.632,0.6884,9.457,2.638,0.6863,10.164,10.509,2.685,0.6799,108.38,45.31,1.233,PASS,0
LOT_015_DIE_01314,LOT_015,125.48,3.591,497.64,10.524,2.447,0.6737,10.728,2.46,0.6711,11.868,11.845,2.487,0.6665,97.02,42.26,1.311,PASS,0
LOT_016_DIE_01315,LOT_016,124.81,3.562,519.12,43.393,3.781,0.6713,57.917,4.544,0.6326,102.925,172.396,6.074,0.5623,122.33,36.9,1.353,LATENT_CONTEXTUAL_OUTLIER,1
LOT_017_DIE_01316,LOT_017,123.96,3.571,514.61,8.196,2.385,0.6817,8.642,2.408,0.6785,9.377,10.46,2.436,0.6757,102.58,45.87,1.29,PASS,0
LOT_018_DIE_01317,LOT_018,123.95,3.625,500.28,11.165,2.673,0.7341,11.794,2.685,0.7309,12.418,13.228,2.683,0.7268,114.81,41.56,1.146,PASS,0
LOT_019_DIE_01318,LOT_019,124.66,3.577,508.41,10.25,2.306,0.7077,10.396,2.324,0.705,11.185,11.874,2.35,0.6985,94.12,46.62,1.229,PASS,0
LOT_020_DIE_01319,LOT_020,121.62,3.598,493.01,11.893,2.592,0.7427,12.056,2.616,0.7407,13.054,13.463,2.687,0.7318,106.12,45.81,1.249,PASS,0
LOT_021_DIE_01320,LOT_021,127.37,3.612,508.91,11.285,2.407,0.737,11.953,2.426,0.7328,13.097,13.73,2.477,0.7269,104.78,47.69,1.234,PASS,0
LOT_022_DIE_01321,LOT_022,123.61,3.626,501.65,6.568,2.609,0.7134,7.028,2.624,0.7087,7.628,8.279,2.693,0.7061,93.4,45.46,1.255,PASS,0
LOT_023_DIE_01322,LOT_023,126.01,3.632,471.42,8.323,2.807,0.6727,8.784,2.83,0.6719,9.417,9.947,2.838,0.6655,105.86,41.53,1.236,PASS,0
LOT_024_DIE_01323,LOT_024,123.68,3.548,480.22,8.551,2.791,0.6932,8.897,2.812,0.6909,9.9,10.276,2.872,0.6874,103.76,46.25,1.199,PASS,0
LOT_025_DIE_01324,LOT_025,125.24,3.555,496.61,13.389,2.38,0.7273,13.382,2.396,0.724,14.24,15.006,2.415,0.7168,102.77,43.71,1.392,PASS,0
LOT_026_DIE_01325,LOT_026,124.5,3.575,489.86,13.44,2.469,0.7114,13.7,2.488,0.7088,14.403,14.809,2.554,0.7014,103.91,41.38,1.385,PASS,0
LOT_027_DIE_01326,LOT_027,123.04,3.483,519.71,11.142,2.405,0.6998,11.785,2.412,0.6961,12.442,13.017,2.462,0.6911,99.12,45.27,1.36,PASS,0
LOT_028_DIE_01327,LOT_028,124.81,3.593,498.8,10.323,2.49,0.7012,10.554,2.506,0.6964,11.328,11.972,2.537,0.6958,109.71,41.71,1.319,PASS,0
LOT_029_DIE_01328,LOT_029,125.77,3.635,498.86,13.596,2.572,0.7229,14.025,2.592,0.7211,15.015,15.826,2.62,0.7164,103.98,41.88,1.301,PASS,0
LOT_030_DIE_01329,LOT_030,125.14,3.666,528.07,8.892,2.58,0.6978,9.225,2.612,0.6938,10.037,10.809,2.6,0.6884,91.99,45.75,1.317,PASS,0
LOT_031_DIE_01330,LOT_031,125.41,3.638,490.66,10.746,2.602,0.7442,10.985,2.624,0.7418,11.994,12.845,2.676,0.7378,94.61,48.8,1.39,PASS,0
LOT_032_DIE_01331,LOT_032,125.56,3.543,487.01,11.712,2.435,0.7401,12.206,2.428,0.7365,13.364,14.1,2.509,0.7354,103.19,42.02,1.267,PASS,0
LOT_033_DIE_01332,LOT_033,124.59,3.602,500.35,8.061,2.558,0.7164,8.548,2.573,0.7146,9.591,10.144,2.6,0.7083,107.16,43.81,1.219,PASS,0
LOT_034_DIE_01333,LOT_034,125.11,3.609,476.11,15.652,2.373,0.6817,16.255,2.411,0.6804,16.937,17.764,2.393,0.6721,104.19,45.32,1.209,PASS,0
LOT_035_DIE_01334,LOT_035,126.06,3.64,526.88,42.486,3.815,0.6789,56.623,4.854,0.6351,89.578,122.951,6.691,0.5665,114.48,38.51,1.243,LATENT_CONTEXTUAL_OUTLIER,1
LOT_036_DIE_01335,LOT_036,125.61,3.546,495.97,14.497,2.655,0.7083,15.1,2.682,0.7055,15.9,16.466,2.713,0.6988,99.65,43.6,1.356,PASS,0
LOT_037_DIE_01336,LOT_037,125.85,3.653,506.82,11.399,2.571,0.6952,11.931,2.599,0.6925,12.736,13.352,2.597,0.6853,104.08,41.79,1.309,PASS,0
LOT_038_DIE_01337,LOT_038,123.99,3.625,497.85,8.509,2.875,0.7339,8.783,2.918,0.7296,9.695,10.188,2.898,0.7267,105.05,45.83,1.381,PASS,0
LOT_039_DIE_01338,LOT_039,124.01,3.593,504.57,15.269,2.447,0.765,15.897,2.462,0.7614,17.155,17.514,2.484,0.7572,109.04,46.42,1.481,PASS,0
LOT_040_DIE_01339,LOT_040,123.82,3.595,523.45,12.893,2.337,0.7463,13.075,2.344,0.7422,14.128,15.076,2.368,0.7379,94.97,48.16,1.234,PASS,0
LOT_041_DIE_01340,LOT_041,124.37,3.616,517.14,9.762,2.607,0.6773,10.195,2.615,0.6725,11.135,11.219,2.63,0.6679,106.56,47.27,1.205,PASS,0
LOT_042_DIE_01341,LOT_042,124.84,3.628,498.96,11.631,2.653,0.7133,11.989,2.677,0.7106,12.878,13.129,2.712,0.7014,103.75,46.4,1.131,PASS,0
LOT_043_DIE_01342,LOT_043,127.09,3.602,492.97,8.884,2.471,0.7173,9.127,2.495,0.7133,9.455,10.348,2.526,0.7091,91.64,51.75,1.246,PASS,0
LOT_044_DIE_01343,LOT_044,124.84,3.585,496.76,15.883,2.763,0.7144,16.305,2.788,0.7113,17.011,17.866,2.827,0.7061,97.22,45.37,1.318,PASS,0
LOT_045_DIE_01344,LOT_045,123.89,3.623,492.07,10.131,2.508,0.7149,10.312,2.537,0.712,10.919,11.551,2.572,0.7083,98.58,45.95,1.246,PASS,0
LOT_046_DIE_01345,LOT_046,124.05,3.588,478.15,14.527,2.524,0.7435,14.929,2.54,0.7393,14.83,15.697,2.572,0.7353,109.8,45.16,1.155,PASS,0
LOT_047_DIE_01346,LOT_047,123.74,3.604,499.22,10.905,2.341,0.6824,11.075,2.344,0.68,11.977,12.607,2.39,0.6764,96.62,37.96,1.244,PASS,0
LOT_048_DIE_01347,LOT_048,126.11,3.543,505.91,13.65,2.46,0.6989,14.242,2.481,0.6965,14.956,15.327,2.538,0.6914,97.14,44.99,1.239,PASS,0
LOT_049_DIE_01348,LOT_049,124.33,3.606,458.11,12.062,2.313,0.6802,12.428,2.329,0.6764,13.135,13.662,2.375,0.6729,99.64,41.18,1.3,PASS,0
LOT_050_DIE_01349,LOT_050,125.22,3.607,489.77,9.612,2.428,0.6895,10.085,2.465,0.6857,10.583,11.179,2.461,0.6787,94.05,44.97,1.325,PASS,0
LOT_001_DIE_01350,LOT_001,122.71,3.585,481.94,9.106,2.464,0.7348,9.867,2.478,0.7308,10.363,11.337,2.542,0.726,93.77,47.0,1.258,PASS,0
LOT_002_DIE_01351,LOT_002,122.99,3.567,503.64,16.305,2.501,0.7417,25.262,3.033,0.7162,57.011,90.799,4.645,0.6676,115.08,32.41,1.198,LATENT_DRIFT_RUNAWAY,1
LOT_003_DIE_01352,LOT_003,123.86,3.678,481.8,12.483,2.654,0.7582,13.002,2.677,0.7534,13.551,13.821,2.665,0.7519,104.4,42.6,1.281,PASS,0
LOT_004_DIE_01353,LOT_004,124.12,3.585,498.5,12.434,2.645,0.7173,12.97,2.64,0.7146,13.835,14.46,2.698,0.7104,101.54,42.87,1.262,PASS,0
LOT_005_DIE_01354,LOT_005,123.88,3.548,521.4,9.19,2.349,0.7221,9.687,2.363,0.7183,10.393,11.282,2.397,0.7117,99.24,45.72,1.157,PASS,0
LOT_006_DIE_01355,LOT_006,124.14,3.631,506.7,40.8,3.953,0.7102,52.011,4.769,0.6866,78.247,129.212,5.92,0.6124,114.13,36.08,1.174,LATENT_CONTEXTUAL_OUTLIER,1
LOT_007_DIE_01356,LOT_007,123.37,3.566,494.94,9.681,2.264,0.699,9.966,2.285,0.6976,10.558,11.069,2.32,0.6895,91.07,40.18,1.262,PASS,0
LOT_008_DIE_01357,LOT_008,124.31,3.575,500.64,14.314,2.419,0.6616,14.36,2.437,0.6597,14.845,15.074,2.465,0.6538,102.76,45.04,1.277,PASS,0
LOT_009_DIE_01358,LOT_009,126.48,3.522,498.14,13.458,2.202,0.678,13.945,2.232,0.6745,14.485,15.078,2.222,0.6719,102.04,51.32,1.103,PASS,0
LOT_010_DIE_01359,LOT_010,124.74,3.567,483.55,12.74,2.4,0.6868,13.239,2.425,0.6838,13.802,14.257,2.493,0.68,106.18,48.48,1.248,PASS,0
LOT_011_DIE_01360,LOT_011,123.41,3.546,485.67,8.327,2.369,0.6892,8.933,2.396,0.6859,9.554,10.296,2.433,0.683,94.67,47.69,1.203,PASS,0
LOT_012_DIE_01361,LOT_012,125.94,3.549,481.7,16.273,2.539,0.6696,16.912,2.559,0.6651,17.356,18.123,2.624,0.6596,94.43,41.87,1.361,PASS,0
LOT_013_DIE_01362,LOT_013,125.5,3.618,522.96,12.543,2.494,0.731,13.095,2.524,0.728,14.238,14.718,2.538,0.7209,99.24,44.65,1.394,PASS,0
LOT_014_DIE_01363,LOT_014,124.57,3.587,522.73,8.798,2.47,0.7007,9.163,2.489,0.6997,10.179,11.144,2.474,0.6898,105.72,46.2,1.214,PASS,0
LOT_015_DIE_01364,LOT_015,124.05,3.626,511.33,11.441,2.392,0.6829,12.133,2.409,0.6818,12.846,13.415,2.434,0.6777,103.36,44.47,1.382,PASS,0
LOT_016_DIE_01365,LOT_016,126.25,3.592,508.19,7.407,2.402,0.7035,7.537,2.427,0.7003,8.756,9.478,2.439,0.6961,96.96,47.01,1.223,PASS,0
LOT_017_DIE_01366,LOT_017,126.48,3.694,497.71,9.248,2.684,0.6744,9.451,2.706,0.6716,10.757,10.949,2.734,0.6666,96.16,45.5,1.167,PASS,0
LOT_018_DIE_01367,LOT_018,126.1,3.582,492.35,14.169,2.834,0.7184,25.517,3.048,0.7034,52.065,96.3,3.815,0.6798,108.11,38.07,1.164,THERMAL_VOLTAGE_STRESS_FAILURE,1
LOT_019_DIE_01368,LOT_019,124.57,3.637,498.2,8.937,2.534,0.7034,9.273,2.555,0.7015,9.553,10.238,2.597,0.6986,96.97,47.29,1.204,PASS,0
LOT_020_DIE_01369,LOT_020,124.54,3.564,500.3,9.284,2.562,0.7166,9.703,2.597,0.7146,10.38,10.538,2.634,0.7088,92.98,45.38,1.251,PASS,0
LOT_021_DIE_01370,LOT_021,125.31,3.56,516.3,13.442,2.593,0.7371,13.744,2.608,0.7335,14.687,14.801,2.661,0.732,89.86,45.36,1.277,PASS,0
LOT_022_DIE_01371,LOT_022,125.66,3.624,525.06,10.462,2.548,0.6748,10.812,2.563,0.6706,11.448,12.014,2.594,0.6642,96.79,48.75,1.239,PASS,0
LOT_023_DIE_01372,LOT_023,127.57,3.569,496.05,12.947,2.68,0.6621,13.127,2.703,0.6579,13.743,14.484,2.744,0.6548,101.88,47.89,1.143,PASS,0
LOT_024_DIE_01373,LOT_024,127.0,3.604,488.16,11.324,2.437,0.7129,11.774,2.452,0.7077,12.058,12.846,2.493,0.7065,107.89,44.05,1.311,PASS,0
LOT_025_DIE_01374,LOT_025,123.49,3.637,504.08,9.23,2.502,0.6999,9.348,2.503,0.697,10.098,10.779,2.546,0.6906,98.66,44.21,1.145,PASS,0
LOT_026_DIE_01375,LOT_026,126.82,3.624,496.35,13.352,2.335,0.748,13.749,2.363,0.7451,14.56,15.028,2.413,0.7437,93.6,42.86,1.308,PASS,0
LOT_027_DIE_01376,LOT_027,125.26,3.55,505.85,10.137,2.467,0.7248,10.668,2.493,0.7224,11.287,11.565,2.484,0.7173,104.01,46.23,1.206,PASS,0
LOT_028_DIE_01377,LOT_028,125.82,3.563,528.61,12.37,2.594,0.7013,12.75,2.613,0.697,13.445,13.91,2.668,0.6938,102.45,49.1,1.336,PASS,0
LOT_029_DIE_01378,LOT_029,123.07,3.553,482.1,13.28,2.509,0.7213,13.54,2.526,0.7175,14.183,15.019,2.572,0.7141,99.1,45.28,1.241,PASS,0
LOT_030_DIE_01379,LOT_030,125.42,3.516,505.9,6.509,2.603,0.6786,6.744,2.644,0.6759,7.438,8.062,2.623,0.6726,97.95,48.37,1.237,PASS,0
LOT_031_DIE_01380,LOT_031,125.0,3.572,518.49,12.153,2.597,0.7176,12.36,2.632,0.7141,13.191,13.252,2.626,0.7107,100.87,46.95,1.074,PASS,0
LOT_032_DIE_01381,LOT_032,124.67,3.597,489.94,10.958,2.538,0.7209,11.594,2.559,0.7173,12.121,13.241,2.614,0.7116,108.02,47.86,1.229,PASS,0
LOT_033_DIE_01382,LOT_033,125.5,3.599,464.21,9.02,2.611,0.6758,9.517,2.627,0.671,10.49,11.415,2.663,0.6659,95.59,45.06,1.195,PASS,0
LOT_034_DIE_01383,LOT_034,126.36,3.603,482.68,15.362,2.496,0.7099,15.465,2.49,0.707,15.956,17.138,2.554,0.6989,105.53,47.21,1.185,PASS,0
LOT_035_DIE_01384,LOT_035,124.23,3.67,517.4,15.65,2.554,0.6873,16.0,2.566,0.6841,16.323,17.012,2.595,0.6796,101.68,46.69,1.099,PASS,0
LOT_036_DIE_01385,LOT_036,126.25,3.555,475.12,15.944,2.351,0.7168,16.363,2.389,0.713,16.99,17.562,2.415,0.7099,101.55,44.66,1.207,PASS,0
LOT_037_DIE_01386,LOT_037,124.5,3.597,489.13,12.161,2.509,0.7011,12.36,2.517,0.6974,13.603,14.047,2.578,0.6887,100.52,45.18,1.303,PASS,0
LOT_038_DIE_01387,LOT_038,124.94,3.596,499.73,8.865,2.489,0.7242,9.353,2.489,0.7225,10.075,10.412,2.518,0.7198,107.35,43.2,1.285,PASS,0
LOT_039_DIE_01388,LOT_039,124.93,3.596,510.08,13.486,2.495,0.7325,13.844,2.513,0.7294,15.025,15.851,2.524,0.7193,101.52,41.6,1.286,PASS,0
LOT_040_DIE_01389,LOT_040,124.65,3.59,523.31,11.297,2.7,0.7143,11.688,2.709,0.7112,12.414,12.498,2.723,0.7049,104.95,42.98,1.204,PASS,0
LOT_041_DIE_01390,LOT_041,125.35,3.672,508.42,8.175,2.642,0.674,8.815,2.672,0.67,9.99,10.269,2.67,0.6634,105.4,46.45,1.234,PASS,0
LOT_042_DIE_01391,LOT_042,126.0,3.585,478.41,12.597,2.361,0.6985,12.968,2.382,0.6952,13.901,14.713,2.386,0.6946,95.82,49.32,1.089,PASS,0
LOT_043_DIE_01392,LOT_043,124.3,3.577,484.81,33.507,3.989,0.6714,42.593,4.822,0.6377,73.037,118.195,6.567,0.5933,111.51,36.07,1.223,LATENT_CONTEXTUAL_OUTLIER,1
LOT_044_DIE_01393,LOT_044,126.76,3.575,465.75,12.376,2.59,0.7204,12.84,2.596,0.7167,12.905,13.887,2.632,0.7114,98.27,43.24,1.35,PASS,0
LOT_045_DIE_01394,LOT_045,127.6,3.621,510.69,12.078,2.564,0.7301,12.555,2.561,0.7272,13.492,14.41,2.608,0.7214,94.78,41.22,1.236,PASS,0
LOT_046_DIE_01395,LOT_046,126.05,3.613,474.79,11.408,2.291,0.7025,11.968,2.308,0.6997,12.535,13.184,2.337,0.6942,101.1,46.05,1.208,PASS,0
LOT_047_DIE_01396,LOT_047,124.03,3.63,506.88,11.6,2.501,0.7078,11.95,2.52,0.7067,12.736,13.239,2.529,0.7009,107.89,45.77,1.128,PASS,0
LOT_048_DIE_01397,LOT_048,126.27,3.561,492.11,11.09,2.503,0.7037,11.56,2.528,0.7009,11.821,12.924,2.562,0.6982,95.16,46.07,1.045,PASS,0
LOT_049_DIE_01398,LOT_049,122.82,3.631,483.33,14.322,2.412,0.7075,14.634,2.442,0.704,15.06,16.216,2.495,0.6987,94.79,44.75,1.208,PASS,0
LOT_050_DIE_01399,LOT_050,124.43,3.579,488.35,9.474,2.426,0.6943,9.558,2.449,0.6903,10.878,11.078,2.489,0.6859,104.91,45.3,1.194,PASS,0
LOT_001_DIE_01400,LOT_001,122.94,3.618,472.48,9.779,2.491,0.7423,9.868,2.494,0.7395,10.877,11.727,2.542,0.732,88.91,44.53,1.306,PASS,0
LOT_002_DIE_01401,LOT_002,123.14,3.611,500.74,14.773,2.475,0.7224,15.333,2.501,0.7192,15.626,16.086,2.542,0.7164,102.07,45.95,1.177,PASS,0
LOT_003_DIE_01402,LOT_003,125.26,3.562,494.92,13.984,2.448,0.7386,14.586,2.46,0.7363,15.315,16.255,2.439,0.7309,103.25,44.43,1.169,PASS,0
LOT_004_DIE_01403,LOT_004,124.23,3.596,497.29,14.913,2.357,0.7336,15.688,2.383,0.7307,17.003,17.624,2.385,0.7287,105.59,39.07,1.203,PASS,0
LOT_005_DIE_01404,LOT_005,123.04,3.598,514.79,8.714,2.524,0.7036,9.395,2.544,0.7014,9.533,10.072,2.592,0.6949,96.15,46.76,1.281,PASS,0
LOT_006_DIE_01405,LOT_006,124.33,3.67,499.12,7.386,2.474,0.7431,7.664,2.505,0.7395,8.668,9.107,2.503,0.7327,96.46,46.85,1.2,PASS,0
LOT_007_DIE_01406,LOT_007,125.18,3.574,496.74,37.677,4.131,0.6473,55.264,4.641,0.6201,83.214,143.782,6.126,0.5658,109.06,33.62,1.148,LATENT_CONTEXTUAL_OUTLIER,1
LOT_008_DIE_01407,LOT_008,126.41,3.578,527.03,12.016,2.448,0.7035,12.71,2.464,0.6995,13.477,14.062,2.504,0.6941,93.75,45.26,1.165,PASS,0
LOT_009_DIE_01408,LOT_009,127.37,3.578,486.73,13.236,2.507,0.701,13.644,2.535,0.7,14.68,15.059,2.549,0.6922,93.14,46.91,1.264,PASS,0
LOT_010_DIE_01409,LOT_010,125.93,3.603,494.08,13.268,2.52,0.689,13.501,2.509,0.6848,14.368,14.866,2.531,0.6823,93.19,41.76,1.146,PASS,0
LOT_011_DIE_01410,LOT_011,125.08,3.584,504.96,8.701,2.479,0.7099,9.486,2.492,0.706,10.414,10.875,2.514,0.7002,96.39,50.14,1.2,PASS,0
LOT_012_DIE_01411,LOT_012,123.0,3.672,475.03,15.016,2.256,0.676,15.505,2.286,0.6728,16.584,17.428,2.292,0.6708,96.59,46.76,1.302,PASS,0
LOT_013_DIE_01412,LOT_013,125.49,3.627,522.37,14.807,2.36,0.7326,15.428,2.391,0.7285,15.865,17.054,2.445,0.7263,101.06,48.22,1.284,PASS,0
LOT_014_DIE_01413,LOT_014,125.21,3.644,509.42,6.816,2.528,0.7041,7.252,2.559,0.7031,7.886,8.362,2.554,0.6963,104.65,46.71,1.206,PASS,0
LOT_015_DIE_01414,LOT_015,123.0,3.577,504.03,9.183,2.424,0.6695,9.932,2.457,0.6682,10.77,11.02,2.485,0.6609,101.0,41.09,1.342,PASS,0
LOT_016_DIE_01415,LOT_016,125.67,3.55,515.62,8.81,2.365,0.7068,8.908,2.377,0.7049,9.536,9.509,2.419,0.697,100.01,46.7,1.144,PASS,0
LOT_017_DIE_01416,LOT_017,125.01,3.565,496.11,12.731,2.846,0.6723,13.039,2.867,0.6697,13.478,14.377,2.934,0.6615,98.82,47.41,1.3,PASS,0
LOT_018_DIE_01417,LOT_018,125.74,3.619,474.55,10.193,2.184,0.7396,10.688,2.212,0.7362,11.171,11.609,2.225,0.7328,106.3,49.28,1.139,PASS,0
LOT_019_DIE_01418,LOT_019,125.95,3.647,523.94,12.307,2.332,0.6836,12.839,2.353,0.6812,13.86,13.649,2.391,0.6769,98.78,40.94,1.271,PASS,0
LOT_020_DIE_01419,LOT_020,124.11,3.649,500.08,9.47,2.668,0.7466,9.739,2.682,0.7433,10.154,11.294,2.721,0.7402,94.24,45.18,1.199,PASS,0
LOT_021_DIE_01420,LOT_021,123.44,3.549,507.16,13.096,2.529,0.7147,13.332,2.559,0.7104,14.296,14.596,2.536,0.7055,96.48,44.64,1.193,PASS,0
LOT_022_DIE_01421,LOT_022,124.34,3.563,526.41,11.201,2.546,0.6978,11.639,2.571,0.694,12.571,13.195,2.612,0.6933,100.8,43.2,1.108,PASS,0
LOT_023_DIE_01422,LOT_023,124.62,3.623,487.54,10.225,2.443,0.6416,10.784,2.466,0.6383,10.87,11.302,2.516,0.6335,101.27,45.64,1.331,PASS,0
LOT_024_DIE_01423,LOT_024,124.53,3.613,492.15,10.206,2.126,0.7359,10.943,2.143,0.7344,11.794,12.847,2.187,0.7245,99.85,44.84,1.23,PASS,0
LOT_025_DIE_01424,LOT_025,123.12,3.614,494.65,11.71,2.423,0.7158,11.903,2.451,0.7143,12.794,12.72,2.464,0.7078,100.2,45.09,1.31,PASS,0
LOT_026_DIE_01425,LOT_026,124.52,3.591,497.34,12.995,2.537,0.7224,13.364,2.552,0.7205,14.06,14.924,2.606,0.712,103.3,44.28,1.257,PASS,0
LOT_027_DIE_01426,LOT_027,127.24,3.674,507.81,7.641,2.753,0.7367,8.167,2.769,0.7333,9.268,10.218,2.791,0.7256,102.07,44.87,1.403,PASS,0
LOT_028_DIE_01427,LOT_028,124.44,3.634,511.9,11.641,2.352,0.6935,11.816,2.371,0.6906,12.482,12.6,2.367,0.687,101.71,40.5,1.058,PASS,0
LOT_029_DIE_01428,LOT_029,123.63,3.558,480.35,12.299,2.471,0.7164,12.466,2.501,0.7135,13.436,13.787,2.537,0.71,100.84,44.63,1.143,PASS,0
LOT_030_DIE_01429,LOT_030,123.15,3.507,497.81,7.958,2.463,0.6907,8.152,2.501,0.6878,9.139,9.733,2.497,0.6814,103.26,45.61,1.21,PASS,0
LOT_031_DIE_01430,LOT_031,124.52,3.575,495.39,11.726,2.398,0.7107,12.305,2.424,0.7061,13.203,13.89,2.415,0.7045,99.03,48.97,1.196,PASS,0
LOT_032_DIE_01431,LOT_032,124.75,3.559,488.66,8.828,2.848,0.7239,9.51,2.88,0.7209,9.926,10.489,2.881,0.7146,105.48,40.56,1.28,PASS,0
LOT_033_DIE_01432,LOT_033,126.36,3.613,490.67,6.478,2.492,0.7229,6.908,2.514,0.721,7.356,7.954,2.529,0.716,104.44,47.61,1.239,PASS,0
LOT_034_DIE_01433,LOT_034,126.39,3.663,486.22,14.339,2.492,0.6785,14.937,2.511,0.6771,15.578,15.917,2.537,0.6691,102.58,47.02,1.43,PASS,0
LOT_035_DIE_01434,LOT_035,123.02,3.68,511.99,14.338,2.61,0.6961,14.548,2.617,0.693,15.304,16.518,2.656,0.6926,98.46,44.49,1.325,PASS,0
LOT_036_DIE_01435,LOT_036,125.4,3.61,492.33,17.005,2.934,0.6876,29.152,3.2,0.6754,46.505,76.745,3.961,0.6286,108.61,37.01,1.259,THERMAL_VOLTAGE_STRESS_FAILURE,1
LOT_037_DIE_01436,LOT_037,124.65,3.596,494.08,11.199,2.614,0.7199,11.618,2.637,0.7172,12.209,12.601,2.661,0.7141,101.59,41.28,1.261,PASS,0
LOT_038_DIE_01437,LOT_038,126.02,3.575,512.54,8.855,2.629,0.7325,9.287,2.663,0.7282,10.375,11.049,2.685,0.7278,103.31,44.68,1.191,PASS,0
LOT_039_DIE_01438,LOT_039,126.05,3.542,498.97,12.324,2.572,0.7299,12.638,2.609,0.7271,13.763,14.553,2.599,0.718,99.08,47.42,1.185,PASS,0
LOT_040_DIE_01439,LOT_040,127.2,3.643,532.98,12.331,2.634,0.668,12.584,2.654,0.6641,13.452,13.47,2.654,0.661,105.52,44.21,1.37,PASS,0
LOT_041_DIE_01440,LOT_041,123.51,3.553,515.56,9.947,2.593,0.6957,10.362,2.602,0.6919,10.914,11.352,2.671,0.6865,98.28,48.27,1.41,PASS,0
LOT_042_DIE_01441,LOT_042,124.95,3.504,501.28,12.361,2.564,0.7317,12.59,2.584,0.7273,13.589,14.33,2.625,0.7235,100.36,48.11,1.28,PASS,0
LOT_043_DIE_01442,LOT_043,122.65,3.609,487.1,8.33,2.429,0.7232,8.638,2.436,0.721,8.921,9.443,2.465,0.7146,102.97,49.35,1.203,PASS,0
LOT_044_DIE_01443,LOT_044,125.83,3.575,488.64,13.927,2.431,0.697,14.44,2.436,0.6934,15.598,15.97,2.531,0.689,103.18,41.62,1.262,PASS,0
LOT_045_DIE_01444,LOT_045,126.18,3.541,490.21,11.885,2.434,0.7431,12.37,2.469,0.7432,13.081,13.628,2.5,0.7327,106.7,43.48,1.222,PASS,0
LOT_046_DIE_01445,LOT_046,126.09,3.614,481.43,12.336,2.288,0.7149,12.806,2.33,0.7105,13.664,13.682,2.387,0.7053,95.35,46.85,1.336,PASS,0
LOT_047_DIE_01446,LOT_047,125.39,3.522,522.62,11.866,2.498,0.6937,12.301,2.503,0.689,13.2,13.651,2.559,0.6866,105.25,40.94,1.153,PASS,0
